"","redSide","blueSide","gameId"
"44",109696115986547264,109696092218588992,110422923165247392
"45",98767991877340528,99294153828264736,104174992718947472
"46",105913238372341488,99566405126602848,110574243271639808
"47",107598805167594304,107598683861013568,109675807409404960
"48",103495716836203408,102235771678061296,104248884642363840
"49",105521408363571552,105521412995449552,106301901328161232
"50",108448995754333248,105537226118106448,109539799649228752
"51",99566404581868576,100725845018863248,107418445248148496
"52",99566404581868576,98767991853197856,102181142509022800
"53",103461966971048048,99566405123587072,108471075295615712
"54",103935421249833952,104710316579222192,108171648028291376
"55",101383792559569376,99566408561605104,107530554769004464
"56",107467827374313056,102787200126663584,110349992510464592
"57",98767991877340528,99294153828264736,108206686183472896
"58",101428372605353520,100285330168091792,109710208773793200
"59",109671201259007744,99566405129589296,109518697661991536
"60",107603586980602720,107603551467692880,107639438038238608
"61",107581759470356112,107581750701049488,109660199184603680
"62",108203159356403648,108203169709977536,108369517277043712
"63",99294153826603344,98926509885559664,102147201397267904
"64",99566404585387056,99566404579461232,104174613333926336
"65",107599112065439312,107599174108436096,108290534329220816
"66",99322214689444544,102787200120306560,109539770335869616
"67",105550036134585264,105550026570060784,108211175223241280
"68",102787200126663584,103877625775457856,109467087407753248
"69",100725845018863248,98767991853197856,102181142512430704
"70",107416483509696256,105504044166670512,108158210395838768
"71",107563714667537632,98767991926151024,107417059263300176
"72",107582157086477664,107582181197106560,107682708470039136
"73",107456284318482720,105514907449611968,107468370561257648
"74",99566404848691216,98767991853197856,101978171972931520
"75",99566405129589296,103461966981927040,103462454882440800
"76",105550042327365040,105550033967461808,110378429158094464
"77",99566405129589296,103461966981927040,106273298443276800
"78",103495716836203408,103495716886587312,104248884640266592
"79",103535282119620512,101428372600307248,107455808283131968
"80",107582641798795200,109699038581250176,109699002332890784
"81",105520784254806144,105520819263036608,108172713550656544
"82",102787200136756176,105503778424809520,105562556575697776
"83",98767991853197856,102747101565183056,108195478958402816
"84",102787200145472496,102787200126663584,103936903254753760
"85",100725845022060224,98767991853197856,102181142506335808
"86",99566408217116832,99566408221114224,102147202619973664
"87",101383793195758800,99566408220213760,102147202634063952
"88",99566406066182960,99566406070802752,103495781305067760
"89",102787200136756176,102787200134790080,106748850930288976
"90",99566404581868576,100205573495116448,107418445248279792
"91",104367068120825488,99566406490127632,107693721182735728
"92",98767991930907104,98926509883054992,107458367241281264
"93",104841890701948064,98767991935149424,107530579842984624
"94",107700199633958896,99566406490127632,107693721183063584
"95",99566406338282432,99566406332987984,106353129313331488
"96",105520784254806144,105520788833075744,108172713550656480
"97",101383793567806688,99322214695067840,109728315257974864
"98",98767991926151024,101383793569248480,101762624233946032
"99",99322214695067840,101383793567806688,107417059263431360
"100",104710373370426048,105553684493690224,105596416965401408
"101",107467834753797728,107467827374313056,109467087407753312
"102",107251374793416560,107251245690956400,109749565998970880
"103",105550033967461808,105550042327365040,107559433600135424
"104",98767991921462768,99566406332122272,104151038622249856
"105",99322214695067840,101383793569248480,109919226378791840
"106",99566404581868576,105505619546859888,107418445248148512
"107",105550054006182912,105550026570060784,110378429158094512
"108",105521637552587616,105521451717484016,108171529105027280
"109",99322214684939968,104270958001747936,106269769725055360
"110",98767991877340528,98926509892121856,108206581965039680
"111",107597870621708480,105553729458550720,108155414585630224
"112",99566405123587072,103461966971048048,106273298443276784
"113",105536773074826368,105536918475957728,106319725618996720
"114",100205573496804592,105505619546859888,109625152897726688
"115",103461966981927040,103461966971048048,106273298443408016
"116",99566404579461232,99566404585387056,109625152897595376
"117",105550059790656432,105550026570060784,108211175223241280
"118",99566405124618288,103461966971048048,106273298443408032
"119",105521504308341232,102787200149928960,108171529104961712
"120",101428372602011184,101428372603715120,103540398659279088
"121",105505619546859888,99566404581868576,107418445248279776
"122",107574959289974368,105594101461473664,108171576058929568
"123",99566405688134368,100205576949530560,102235771831636640
"124",102235771678061296,103495716886587312,105562822076349328
"125",101383793572656368,103461966965149792,110429332689390656
"126",105593278887024880,105593182576105600,106419362027885936
"127",102787200129022880,105593182576105600,108155621258911312
"128",101428372607057472,103535282119620512,107455808282869680
"129",98767991860392496,98926509885559664,107458367241281200
"130",99566404585387056,100725845022060224,102577408955500880
"131",105537444152141552,105532840001188720,105562529627228976
"132",105553606349477424,105553684493690224,106683293256351120
"133",103535282119620512,101428372605353520,105562833913467200
"134",107598712583969456,107598764318774384,107728324360521776
"135",105504044166670512,107467803833323104,110016463799050192
"136",98767991853197856,105505619546859888,109625152897595456
"137",98926509885559664,98926509884398592,107458367241084544
"138",100205573495116448,99566404585387056,104242514816168352
"139",103535282124208032,98767991921462768,103535402770536784
"140",107468079354897664,103935468920814048,108158179540637776
"141",105519746234964688,107456419134134240,108172137678025424
"142",103495716886587312,102235771678061296,104248884640266624
"143",99566404585387056,100725845022060224,107418445248214176
"144",106827823550343968,106827844148688272,110507407706737104
"145",98767991954244560,108573042084687888,109749565998774080
"146",105550036134585264,105550054006182912,109625523804970592
"147",106857734387052096,108361578564310816,108352387614501632
"148",99566405127798576,99566405124618288,106273298443342400
"149",99566404579461232,100725845022060224,102181142511316576
"150",104710383210356448,105520788833075744,108172713550656560
"151",106827765448944400,106827839261303408,108634338995414960
"152",100725845022060224,99566404585387056,108797577869220688
"153",99566406064558736,103495716886587312,104248884640266528
"154",107423075317119712,102787200155434016,108172137678025456
"155",103461966965149792,98767991866488688,106680962631761072
"156",105550024238752688,105550042327365040,108211175222847856
"157",98926509885559664,98767991930907104,104174992718947472
"158",98767991860392496,99294153828264736,103462440151845744
"159",105520784254806144,105520788833075744,106306810681939616
"160",105521293297166640,105521674055625312,105809562662589520
"161",99566406064558736,102235771678061296,104248884640266576
"162",105537149834356304,104710359142494896,106319725618996736
"163",107423075317119712,107423086908356080,107417432878727952
"164",105559480124455984,105514907449611968,108746562335232128
"165",99566405130451792,99566405124618288,107921365941728224
"166",105505619546859888,99566404581868576,109625152897726688
"167",102787200120306560,99322214689444544,108158210395838720
"168",107581178720470384,107581300297680256,107593829779689648
"169",100285330168091792,101428372603715120,109710208774055424
"170",109672446077514080,107581212180071792,109659890856139136
"171",103461966951059520,98926509883054992,109517090067719776
"172",107581284487120144,107581209070519552,108285604036885504
"173",105548000936710640,105543843212923184,105814193355150688
"174",99566406069969568,98767991949608896,103495781309458688
"175",102787200151698448,103877675241047712,108158179540637808
"176",107598805167594304,107598764318774384,107728324360456144
"177",99566405132177728,99566405130451792,102147202167259360
"178",108439036582886704,107574959289974368,109467367966691584
"179",99294153824386384,103461966951059520,109517090067719760
"180",105519562229907360,105519977854458720,105818405529769472
"181",107251231972989216,107251295460371072,109749565998774096
"182",100285330168091792,101428372603715120,105562833913532784
"183",102235771678061296,101422616509070752,107566458490449296
"184",105536643047197648,99566406065437840,109467188126732112
"185",99566408222831088,99566408221961360,107405912049987664
"186",106269859169658576,107760667929003744,110017385380586640
"187",106295024192678384,104710359142494896,106319725619062320
"188",107423109717243376,107422385694193072,107893166002418224
"189",99566408222831088,99566408219409344,109523641418061424
"190",99566405126602848,105913238372341488,109518697662057136
"191",100285330168091792,101428372605353520,108231751507887600
"192",107603548241713728,107603544245460192,107639438038238592
"193",105537149834356304,104710359142494896,107457033676741280
"194",107603600826620496,107603554304287568,107639438038238576
"195",105397404796640416,99566408221961360,105539760574883968
"196",99566405123587072,103461966975897712,107921365941662656
"197",101383793572656368,99322214695067840,105522958534618176
"198",100205573496804592,100725845018863248,109625152897595392
"199",98767991954244560,107258254469504704,107256578724179808
"200",99566405129589296,99566405128626832,108471075295550160
"201",105521674055625312,105521293297166640,105522904802952624
"202",99294153824386384,98767991860392496,108206581965105264
"203",103935446548920784,105514967858969600,107468370561126416
"204",104367068120825488,105397404796640416,110198981285459184
"205",107603596915629280,107603551467692880,107639438038173008
"206",99566406332122272,98767991921462768,103535402770536784
"207",108573042084687888,107251295460371072,109749565998905296
"208",109699042809864064,107582641798795200,109699002332890784
"209",107580483738977504,99566405124618288,107921310288529248
"210",103535282143744672,103535282138043024,105562790519126624
"211",105521674055625312,105521706535388096,109467311740709840
"212",105514907449611968,102787200151698448,108746562335232176
"213",102787200138722256,105521419784127184,107416436274230896
"214",101383792887446032,98767991921462768,108197674527335536
"215",99566405124618288,99566405129589296,107921365941728256
"216",102787200120306560,103935523328473680,104727755403949136
"217",107563714667537632,101383793567806688,109919226378791856
"218",102787200151698448,103935468920814048,105568157422146464
"219",107258254469504704,109828279319224256,109749565998839712
"220",102787200132955072,105594135137147296,105596427128003584
"221",101383792559569376,99566408561605104,105551618308297920
"222",103495716836203408,103495716886587312,107566458490383616
"223",99566408356697120,99566408561605104,106269744789393648
"224",99566405126602848,99566405129589296,108471075295484432
"225",99566404854685456,99566404585387056,108998961199633568
"226",104270958001747936,103963715924353680,106269769725055344
"227",99566405126602848,99566405123587072,109518697662254032
"228",103535282124208032,99566406332987984,106353129313331504
"229",101383792887446032,99566406334639904,102147202984297328
"230",102787200149928960,108078422885368640,109467311740775488
"231",107581284487120144,107598699275015264,110411420270240400
"232",107581296208168304,107581300297680256,107598053305078480
"233",105536643047197648,99566406066182960,109467188126797728
"234",108361552741927568,99566405124618288,109518697662385280
"235",103535282138043024,103535282148790976,104253013262865952
"236",107581761958954640,109631610813971984,109660182594399808
"237",105537444152141552,105532840001188720,105562529627228880
"238",105521419784127184,104710343016706544,105562656844435632
"239",107598764318774384,107598785733448848,107728324360521808
"240",103461966951059520,98926509883054992,105522217233187984
"241",102787200132955072,105520786527322640,107893136890999312
"242",105550003470349744,105549993449477104,107565607661108912
"243",99566404578577104,98767991853197856,102181142510136928
"244",98926509883054992,98926509892121856,109517090067719808
"245",105520077508552576,106301891501674864,106748850930288960
"246",104710369093939888,105554088239949232,105899134845113632
"247",99566406065437840,103495716836203408,104248884642363824
"248",98926509892121856,99294153824386384,108031097644610176
"249",99566405128626832,99566405127798576,106273298443342432
"250",102787200149928960,105521706535388096,105809562662589520
"251",98767991949608896,102235771678061296,103495781309458688
"252",103461966965149792,99322214695067840,103462460596524880
"253",109631326144414096,107581212180071792,109659890856073520
"254",98767991860392496,98926509884398592,104174992718947440
"255",102787200151698448,103935468920814048,109467129926983456
"256",106371176555003344,105554088239949232,106385973094105808
"257",105514967858969600,105519746234964688,108746562335232160
"258",99566405123587072,99566405130451792,109518697662057168
"259",107597858964689088,107597870621708480,107468404709642528
"260",101428372603715120,101428372602011184,103540398665570576
"261",103495716886587312,99566406065437840,110429898578824000
"262",99566406332987984,98767991921462768,107439320898259344
"263",99566404585387056,98767991853197856,105753774450457536
"264",106421708401759872,103963715924353680,106269769725055344
"265",105549998884468128,105550005698683824,108211948457062944
"266",103461966986776720,99566404850008784,110428848767940992
"267",101428372602011184,100285330168091792,102147204136018528
"268",102787200136756176,102787200143309792,102804705893363248
"269",106857761435870480,106857734387052096,110574243271639776
"270",102787200124959632,105553729458550720,106385973094040256
"271",103877625775457856,102787200134790080,103936903256588848
"272",108404211655217280,106371141659311456,109467260900109136
"273",107598785733448848,107598704067400256,107728324360456176
"274",99566404847770464,98767991892579760,110428848767941040
"275",107581209070519552,107581300297680256,108285604036951168
"276",110534696811298544,110534712174898624,110428603625878800
"277",103461966986776720,99566404855553728,110428848767875296
"278",103535282148790976,103535282146169520,106342376606149328
"279",101383793572656368,101383793574360320,104169295282942912
"280",99566405126602848,99566405128626832,106273298443211200
"281",99566404848691216,98926509885559664,102844401155937952
"282",98767991921462768,105709099258505664,108197674527269936
"283",106295024192678384,105537226118106448,106319725618931152
"284",107599485973747728,105521412995449552,109539822194338816
"285",107437032053655872,98767991921462768,109675619696368016
"286",105397399468432544,100205576309502432,107405837336900416
"287",107582169874155552,107582181197106560,108319714740709520
"288",99566406066182960,100205576949530560,102235771828621984
"289",99566406490127632,107700204561086448,107693721183129152
"290",98767991926151024,101383793567806688,107417059263365792
"291",105550049871017392,105550026570060784,109625523804970560
"292",102747101565183056,100725845022060224,106269654661533456
"293",99566404579461232,100205573495116448,103540364360759296
"294",102235771678061296,99566406065437840,102235771816956528
"295",99566408562477648,99566408358330416,107530579842919072
"296",99566406065437840,103495716836203408,104248884642363840
"297",104841890701948064,98767991935149424,109672513960269696
"298",105594116005157264,105593951536470384,106311748112013536
"299",108319257932089008,107603544245460192,109672715588548336
"300",103535282143744672,103535282148790976,108197636731550608
"301",99871276356460464,98767991926151024,102844283019929680
"302",103461966975897712,99566405130451792,103462454882440784
"303",99566405124618288,103461966981927040,108322950357428976
"304",99566404581868576,98767991853197856,106269654661599040
"305",105520824521753120,105520816474194464,105522932965957616
"306",99566405130451792,99566405124618288,109518697662254032
"307",107598785733448848,107598805167594304,108285990206328960
"308",104710682193583856,106334794714373664,106668926884178400
"309",105521674055625312,105521706535388096,108171529104961712
"310",104016416551172368,100725845022060224,104072420722551904
"311",99566405127798576,99566405126602848,104174601835007712
"312",100285330168091792,101428372600307248,102147204138181216
"313",99566405126602848,103461966975897712,106273298443408048
"314",105532791598779232,103935421249833952,105562529627228960
"315",101978171843206576,98767991902391664,101978171978436560
"316",100205573496804592,99566404578577104,102747125338696016
"317",101383793567806688,101383793574360320,108176672286598192
"318",104367068120825488,100725845018863248,104841804589478960
"319",103535282148790976,103535282135552640,105788598726345568
"320",105593161016793152,104710678170825216,105596516632316032
"321",99566406332122272,99566406332987984,102147203002123184
"322",99566405127798576,99566405126602848,103462454882440912
"323",102787200120306560,105503848339138640,108158210395773120
"324",105548000936710640,103877925817094144,105814193355150688
"325",99566405128626832,105913238372341488,106858019191645824
"326",109631326144414096,107581212180071792,109660424457604432
"327",105593182576105600,107575082591536096,107597929688750288
"328",100205576309502432,99566408221961360,109523641418258080
"329",104202382255290736,100205576307813376,105539760574818368
"330",107581296208168304,107582178455767072,110372140233682016
"331",98767991930907104,99294153824386384,109517090067719792
"332",103461966965149792,98767991940181520,104169295283008528
"333",107581284487120144,104841890701948064,109672513960269712
"334",104251016988118464,103535282140533408,108197636731288368
"335",100205573495116448,98767991882270864,106926282335055872
"336",105550054006182912,105550051809743872,106308351108194656
"337",108121047955658272,107581765633427104,108286049960172448
"338",98767991853197856,99566404585387056,102181142514265728
"339",105504044166670512,103877589042434432,110343648528693200
"340",98926509885559664,99294153826603344,102147201371118960
"341",99566405944694624,98767991916844000,102147203816081616
"342",99566408217116832,103743162394217968,104202471517814608
"343",99294153824386384,98767991877340528,110060650668050192
"344",105594135137147296,105594116005157264,108171576058601856
"345",103877625775457856,105532840001188720,106312505038657984
"346",107582157086477664,107582181197106560,107682708469580288
"347",102787200126663584,105532791598779232,106312505038723648
"348",99566408221961360,104202382255290736,108211865723977776
"349",98767991866488688,99322214695067840,105522958534683744
"350",106827848618374544,106827839261303408,108216929094315376
"351",98767991877340528,101383793574360320,106971698244809264
"352",103935446548920784,105514907449611968,106313258183652560
"353",107582618156093376,107582613263241136,107651193187337984
"354",107599040773840064,109676337359108352,109676354720577952
"355",107582591908138928,107582609836036016,108286105477533888
"356",107563714667537632,101383793569248480,109466537707382576
"357",110383487456480960,109675484017801232,110383516547252000
"358",107598764318774384,107598878262940544,108285990206263360
"359",104710316579222192,102787200126663584,106312505038723600
"360",106269859169658576,107760667929003744,110017385380586640
"361",107564167676290832,107467803833323104,109467087407818848
"362",103877589042434432,102787200120306560,109539770335803968
"363",98767991877340528,99294153824386384,104174992718881840
"364",98767991853197856,100725845018863248,102656457815227280
"365",105709099258505664,99566406338282432,108197674527335504
"366",98767991877340528,99294153828264736,108206686183472864
"367",100725845022060224,99566404579461232,103540364360693664
"368",105553606349477424,107599485973747728,110310652412584944
"369",103935530333072896,107423109717243376,107893386212454368
"370",101383792887446032,98767991921462768,108197674527269888
"371",107700204561086448,104367068120825488,107693721183063584
"372",108403526900459472,107423083507599168,109467209706033200
"373",103878020539746272,105593951536470384,109467367966625984
"374",101383793195758800,99566408221114224,102147202644090976
"375",105503948999800560,102787200136756176,105562556576222176
"376",103963715924353680,104270958001747936,106269769725055296
"377",99566405127798576,99566405123587072,108471075295615728
"378",107598878262940544,107582641798795200,110372454558363024
"379",103461966981927040,99566405128626832,107424951278647312
"380",102787200149928960,102787200155434016,102804705901424224
"381",101383793567806688,99322214689444544,104169295295132784
"382",107456994699991552,105537149834356304,110444946768907008
"383",99566406336293856,99566406338282432,102147202980954992
"384",105521408363571552,103935523328473680,105831960180914624
"385",99566405128626832,99566405123587072,107921365941728256
"386",101383793572656368,107563714667537632,108176672286663760
"387",102787200155434016,107423083507599168,108172137677959824
"388",107581750701049488,107581755241449104,107651358743201696
"389",101383793574360320,101383793572656368,103462460596524832
"390",105520713962793024,106302119383559536,106340535337738096
"391",105957603362200624,99566405127798576,105913088925019696
"392",101383792891050512,101383792887446032,106353129313331456
"393",105549988405523872,106302593752767296,107565607661043344
"394",99566406332987984,98767991921462768,103535402774206912
"395",100725845018863248,99566404585387056,102181142521671344
"396",101383793574360320,98767991954244560,108998961199633568
"397",104367068120825488,107700204561086448,109704924272861552
"398",107251295460371072,98767991954244560,110416990196889984
"399",106269804045322800,104367068120825488,110847390580148384
"400",98767991853197856,99566404579461232,110371551279147584
"401",108352305932141952,109669678317817376,110535609417029776
"402",102787200149928960,103935468920814048,110535609417029760
"403",104841890701948064,107581284487120144,110411420270240448
"404",106269804045322800,99566406490127632,110847390580148368
"405",98767991853197856,100205573495116448,110371551279147584
"406",105515219038427024,107450819235010832,110424922268009216
"407",107450819235010832,103935468920814048,110424922268009216
"408",109696126554266496,109695910533747904,110422923165247472
"409",110534696811298544,109981650516317056,110733838936512544
"410",98926509885559664,99294153828264736,110767987075556464
"411",106827844148688272,106827827857159552,110507407706737264
"412",99566406332987984,109675484017801232,110383628100402768
"413",109696073114910512,109696126554266496,110422923165247440
"414",107450819235010832,103877625775457856,110535609417095408
"415",105593951536470384,102235771678061296,110535609417029792
"416",105550005698683824,105549995617170848,110471139171602624
"417",107565493716773936,105515219038427024,110535609417095360
"418",105550033967461808,105550047979361280,110378429158160384
"419",105550001032913824,105549995617170848,110471139171602608
"420",103877625775457856,107467834753797728,110349992510661376
"421",107597870621708480,107597875833524416,110418013824164880
"422",105504044166670512,105559480124455984,110343648528824416
"423",110428362822825792,103461966971048048,110574243271705520
"424",99566404853058752,99566404854685456,110825936252892816
"425",99294153824386384,106972778172351136,110767955468411248
"426",100205573495116448,100205573496804592,110371551279081936
"427",108517492697602720,106269804045322800,110423696149447696
"428",106972778172351136,98926509885559664,110767955468280160
"429",108404211655217280,107597875833524416,110418013824099312
"430",105549998884468128,109485342651298304,110471139171602624
"431",104367068120825488,107700204561086448,110847390580148368
"432",106972778172351136,98767991877340528,110767955468411264
"433",109696073114910512,109696092218588992,110422923165247488
"434",109480056092207904,99566408219409344,110471059652887216
"435",103461966951059520,98926509885559664,110767987075556480
"436",103535282119620512,100285330168091792,110395337117294352
"437",106827832203113872,106827839261303408,110507407706737264
"438",109642680932009856,107565477822627360,110425082379044736
"439",107574959289974368,105594135137147296,110425027634889664
"440",107597870621708480,110418022381234704,110418013824099328
"441",110534728305628992,110733870612047344,110733838936446960
"442",106972778172351136,98767991930907104,110303581088528240
"443",105550036134585264,105550059790656432,110378429158160272
"444",108404211655217280,102787200124959632,110418013824099264
"445",107581765633427104,107581759470356112,110377170770228000
"446",106827823550343968,106827827857159552,110507407706737216
"447",105521674055625312,105521706535388096,110428723805337040
"448",107582157086477664,107581296208168304,110377170770228016
"449",99566405124618288,102141671183409136,110574243271705472
"450",110534732558665824,110733877357854832,110733838936446928
"451",104367068120825488,108517492697602720,110423696149447744
"452",101388912914513216,98767991892579760,110428848767941152
"453",105505619546859888,100725845018863248,110371551279081872
"454",99566404845279648,99566404856367472,110428848767875104
"455",105397404796640416,99566408221961360,110413046183474816
"456",99566404585387056,99566404579461232,110371551279081856
"457",104367068120825488,106269859169658576,110423696149447680
"458",106857734387052096,108361552741927568,110574245860980096
"459",107574959289974368,105594163014588864,110425027634824080
"460",105515109012592448,105515219038427024,110424922268009184
"461",107067065368380128,108078422885368640,110428723805337008
"462",110506938087991040,106827823550343968,110507407706737152
"463",109485342651298304,109485335453835904,110413246204091792
"464",107564167676290832,107422385694193072,110349992510595792
"465",106857734387052096,102141671183409136,110574245860980032
"466",101428372598668848,109668849651338560,110395308895739872
"467",107467794614674480,107564135791716112,110349992510595744
"468",98767991921462768,101383792887446032,109675608882418592
"469",109695910533747904,109695924147263856,110422923165247344
"470",108361552741927568,99566405126602848,110574245860980048
"471",107700199633958896,106269859169658576,110423696149447632
"472",102141671183409136,99566405124618288,110574245860980096
"473",109480204628225872,99566408217116832,110413046183474800
"474",105559480124455984,107416483509696256,110343648528758816
"475",99566404854685456,99566404848691216,110428848767875344
"476",107580481273119968,105913221137618672,108514431836292512
"477",103461966951059520,98926509884398592,109517090067719776
"478",109981650516317056,109783149221216048,110894591461979232
"479",107581284487120144,104841890701948064,110411420270240448
"480",105549995617170848,105550001032913824,110471139171602608
"481",109696073114910512,105593182576105600,110535609417029744
"482",105593182576105600,107597875833524416,110535609417029744
"483",109539776003058528,109800832177252608,110310652412781728
"484",99566408358330416,107581284487120144,110411420270240432
"485",105550049871017392,105550033967461808,110378429158160368
"486",98926509885559664,99294153828264736,110767987075556464
"487",99566408358330416,106806773698472640,110411420270240400
"488",105549991104165280,105549997263803376,110413246204026208
"489",109800832177252608,105553606349477424,110310652412781696
"490",102787200126663584,107467827374313056,110349992510661360
"491",107251295460371072,107258254469504704,110416959492258848
"492",103461966951059520,98767991860392496,110767955468411232
"493",105550026570060784,105550049871017392,110378429158160224
"494",98767991853197856,98767991866488688,108998961199436912
"495",105550059790656432,105550054006182912,108211175223241344
"496",110534700622694000,110534749775658784,110428603625878768
"497",105537226118106448,106295024192678384,106319725618996752
"498",99566404581868576,99566404585387056,102577408949209424
"499",105521706535388096,105521674055625312,110428723805336912
"500",107582173169864032,107582169874155552,108319714740709472
"501",102787200120306560,102787200129022880,103936903255867936
"502",103535282135552640,103535282143744672,104253013262865856
"503",109800832177252608,107599485973747728,109539822194404384
"504",107582641798795200,109699042809864064,109989184437213216
"505",99322214695067840,99322214689444544,102147201835953024
"506",102787200129022880,104710678170825216,110444842959428592
"507",100205573496804592,102747101565183056,106840590963537536
"508",107598651997213232,107598785733448848,107728324360521776
"509",99566404585387056,100725845022060224,109625152897726624
"510",105397399468432544,99566408217116832,105539760574752800
"511",105550051809743872,105550047979361280,108211175223175680
"512",100205573496804592,100725845018863248,105522984812719248
"513",102141671183409136,109981644490281840,109974742842861504
"514",107582181197106560,107582184905264512,107682708469973552
"515",99566406332987984,105709099258505664,108197674527269936
"516",99566406332987984,103461966951059520,108998961199174704
"517",105550024238752688,105550047979361280,110378429158094576
"518",108203169709977536,108203159356403648,108369517277043728
"519",98767991877340528,98767991860392496,104174992730350832
"520",99322214695067840,101383793572656368,103462460596590480
"521",101383793569248480,107563714667537632,109919226378726256
"522",105505619546859888,99566404581868576,107987771927884448
"523",105521412995449552,105553606349477424,107416436274230912
"524",99566405128626832,99566405130451792,106273298443211200
"525",100205573496804592,100725845018863248,107418445248214192
"526",98767991877340528,98926509885559664,107458367241084544
"527",102787200129022880,102787200120306560,103936903255867920
"528",102141671183409136,99566405127798576,108322950357363312
"529",105503848339138640,102787200136756176,107417741194085520
"530",106857734387052096,107580481273119968,108514431836358128
"531",98926509883054992,98926509884398592,105658534676007920
"532",107581287168722288,107581284487120144,107593829779689632
"533",101428372607057472,109668849651338560,109710208773793120
"534",105594116005157264,105594101461473664,105596427128003584
"535",98926509885559664,98926509884398592,103462440145685232
"536",98926509883054992,99294153828264736,103462440145619696
"537",108319669531442272,107582184905264512,109988859572994416
"538",107598805167594304,109674814051390032,109675807409404976
"539",99566404585387056,100725845022060224,103540364360759392
"540",98767991866488688,101383793572656368,108176672286532592
"541",107582184905264512,108319669531442272,109698068137827728
"542",107582178455767072,107582157086477664,109988859572994432
"543",103535282113853328,103535282143744672,104253013262865920
"544",101428372605353520,103535282119620512,103540398659279104
"545",99566405126602848,103461966981927040,109518697662122736
"546",102787200151698448,105514907449611968,108158179540506608
"547",98767991926151024,107563714667537632,109919226378726224
"548",99566405123587072,99566405127798576,103462454882440800
"549",107598712583969456,104843437139220480,107728324360521792
"550",103461966981927040,99566405130451792,109518697662385264
"551",107575082591536096,102787200129022880,107597929684883552
"552",101428372602011184,101428372607057472,110395308895739856
"553",103877625775457856,102787200134790080,103936903256588848
"554",99566406069969568,99566406066182960,103495781305067680
"555",105550026570060784,105550036134585264,107559433600135440
"556",99322214695067840,105514907449611968,105904572584340592
"557",99322214695067840,98767991926151024,107417293272826592
"558",105559480124455984,103935468920814048,110535609417095424
"559",105559480124455984,109539776003058528,110535609417029808
"560",98926509885559664,106972778172351136,110767955468411296
"561",108352305932141952,108404211655217280,110535609417029696
"562",109480056092207904,99566408219409344,110471059652887216
"563",102787200149928960,105521706535388096,110428723805402576
"564",105593951536470384,105594135137147296,110425027634889664
"565",108517492697602720,107760667929003744,110423696149447744
"566",99566404852189296,99566404850008784,110428848767941200
"567",99566404853058752,99566404850008784,110428848767941184
"568",105550051809743872,105550036134585264,110378429158160256
"569",106269859169658576,106269804045322800,110423696149447696
"570",102141671183409136,99566405124618288,110574243271705456
"571",105593182576105600,102787200129022880,110444842959428656
"572",108361575122450256,102141671183409136,110574245860980128
"573",105549991104165280,105549998884468128,110413246204091824
"574",98767991860392496,99294153828264736,110303581088462656
"575",102235771678061296,110492173877838144,110429898578824064
"576",103877675241047712,105514967858969600,110424922268009120
"577",110424394375218208,105520786527322640,110424377526038768
"578",107581759470356112,107581750701049488,110372140233682080
"579",107575082591536096,107693836459380352,110444842959428672
"580",107582184905264512,108319257932089008,110372140233682080
"581",105536918475957728,107648168744912288,110444946768907040
"582",99566404854685456,99566404848691216,110428848767875328
